attrition_id,employee_id,department,tenure_years,performance_status,attrition_risk,risk_score,exit_status
ATTR0001624,EMP01624,Finance,1,Excellent,Medium,67,Active
ATTR0001625,EMP01625,Finance,7,Good,Medium,51,Resigned
ATTR0001626,EMP01626,Finance,11,Excellent,Low,25,Active
ATTR0001627,EMP01627,Sales,5,Good,Low,36,Active
ATTR0001628,EMP01628,HR,7,Excellent,High,86,Active
ATTR0001629,EMP01629,Operations,6,Good,Low,23,Active
ATTR0001630,EMP01630,Operations,6,Excellent,Medium,72,Active
ATTR0001631,EMP01631,Sales,10,Poor,High,95,Active
ATTR0001632,EMP01632,IT,8,Poor,Low,29,Active
ATTR0001633,EMP01633,HR,1,Excellent,Low,45,Active
ATTR0001634,EMP01634,Sales,5,Good,Medium,50,Active
ATTR0001635,EMP01635,Operations,8,Average,Medium,59,Active
ATTR0001636,EMP01636,Sales,5,Average,High,90,Active
ATTR0001637,EMP01637,IT,10,Good,Medium,74,Active
ATTR0001638,EMP01638,Sales,5,Excellent,High,98,Active
ATTR0001639,EMP01639,HR,7,Excellent,Medium,73,Resigned
ATTR0001640,EMP01640,HR,7,Good,Low,45,Active
ATTR0001641,EMP01641,IT,10,Excellent,High,81,Active
ATTR0001642,EMP01642,HR,3,Excellent,Medium,66,Active
ATTR0001643,EMP01643,Finance,6,Good,Low,30,Resigned
ATTR0001644,EMP01644,Marketing,2,Excellent,Medium,60,Active
ATTR0001645,EMP01645,Marketing,9,Excellent,Low,36,Active
ATTR0001646,EMP01646,HR,11,Poor,Medium,50,Active
ATTR0001647,EMP01647,Sales,1,Average,Low,34,Active
ATTR0001648,EMP01648,IT,10,Average,Low,21,Active
ATTR0001649,EMP01649,HR,1,Average,Medium,63,Active
ATTR0001650,EMP01650,HR,4,Poor,Low,45,Active
ATTR0001651,EMP01651,Operations,4,Average,Medium,61,Active
ATTR0001652,EMP01652,Sales,1,Excellent,High,95,Active
ATTR0001653,EMP01653,Marketing,7,Excellent,Low,38,Active
ATTR0001654,EMP01654,IT,2,Poor,Low,47,Active
ATTR0001655,EMP01655,Sales,5,Excellent,Medium,72,Active
ATTR0001656,EMP01656,Finance,9,Average,Low,34,Active
ATTR0001657,EMP01657,Sales,10,Poor,Medium,73,Active
ATTR0001658,EMP01658,IT,9,Average,Medium,55,Resigned
ATTR0001659,EMP01659,HR,5,Poor,Medium,74,Active
ATTR0001660,EMP01660,HR,2,Good,Low,21,Active
ATTR0001661,EMP01661,Marketing,8,Good,Low,40,Active
ATTR0001662,EMP01662,Sales,1,Good,High,75,Resigned
ATTR0001663,EMP01663,HR,10,Excellent,Medium,64,Active
ATTR0001664,EMP01664,HR,11,Excellent,Low,29,Active
ATTR0001665,EMP01665,HR,7,Good,Low,42,Active
ATTR0001666,EMP01666,Marketing,4,Good,Low,45,Active
ATTR0001667,EMP01667,HR,1,Poor,Low,22,Active
ATTR0001668,EMP01668,Marketing,7,Excellent,High,92,Active
ATTR0001669,EMP01669,Finance,7,Good,Low,21,Active
ATTR0001670,EMP01670,Marketing,1,Poor,High,83,Active
ATTR0001671,EMP01671,Finance,3,Poor,High,82,Active
ATTR0001672,EMP01672,Sales,1,Average,Medium,56,Active
ATTR0001673,EMP01673,IT,9,Excellent,Low,31,Active
ATTR0001674,EMP01674,Marketing,4,Good,Medium,57,Active
ATTR0001675,EMP01675,Sales,9,Average,High,86,Active
ATTR0001676,EMP01676,Marketing,9,Good,Low,47,Active
ATTR0001677,EMP01677,Marketing,8,Excellent,High,95,Active
ATTR0001678,EMP01678,Sales,3,Good,Low,38,Active
ATTR0001679,EMP01679,Sales,2,Average,Low,38,Active
ATTR0001680,EMP01680,Marketing,6,Average,Low,20,Resigned
ATTR0001681,EMP01681,Marketing,4,Poor,Low,35,Active
ATTR0001682,EMP01682,Sales,0,Poor,Medium,58,Active
ATTR0001683,EMP01683,Finance,4,Excellent,High,92,Resigned
ATTR0001684,EMP01684,Marketing,0,Poor,Low,28,Active
ATTR0001685,EMP01685,IT,4,Poor,Low,42,Active
ATTR0001686,EMP01686,IT,2,Poor,Low,38,Active
ATTR0001687,EMP01687,IT,4,Excellent,Low,27,Active
ATTR0001688,EMP01688,Finance,4,Average,Medium,58,Active
ATTR0001689,EMP01689,Finance,5,Average,Low,38,Active
ATTR0001690,EMP01690,Sales,6,Average,High,85,Resigned
ATTR0001691,EMP01691,Marketing,5,Excellent,Low,49,Active
ATTR0001692,EMP01692,IT,2,Good,Low,46,Active
ATTR0001693,EMP01693,Finance,5,Average,Low,25,Active
ATTR0001694,EMP01694,Marketing,2,Average,High,76,Active
ATTR0001695,EMP01695,Sales,9,Excellent,Medium,59,Active
ATTR0001696,EMP01696,IT,9,Good,High,90,Resigned
ATTR0001697,EMP01697,Marketing,6,Average,High,77,Active
ATTR0001698,EMP01698,Operations,10,Good,Low,49,Active
ATTR0001699,EMP01699,Marketing,4,Excellent,Low,46,Active
ATTR0001700,EMP01700,HR,10,Excellent,Low,42,Resigned
ATTR0001701,EMP01701,HR,1,Poor,Low,45,Active
ATTR0001702,EMP01702,Sales,8,Good,Medium,67,Active
ATTR0001703,EMP01703,HR,2,Poor,High,94,Active
ATTR0001704,EMP01704,Operations,9,Poor,Medium,63,Resigned
ATTR0001705,EMP01705,Sales,2,Good,Low,23,Active
ATTR0001706,EMP01706,Finance,4,Average,High,98,Active
ATTR0001707,EMP01707,IT,7,Poor,Low,26,Active
ATTR0001708,EMP01708,Operations,2,Excellent,Medium,67,Active
ATTR0001709,EMP01709,Operations,7,Poor,High,75,Active
ATTR0001710,EMP01710,Marketing,2,Poor,High,92,Active
ATTR0001711,EMP01711,IT,9,Excellent,Medium,64,Resigned
ATTR0001712,EMP01712,HR,5,Poor,Medium,65,Active
ATTR0001713,EMP01713,Operations,8,Good,Medium,66,Resigned
ATTR0001714,EMP01714,Marketing,2,Poor,Low,25,Active
ATTR0001715,EMP01715,Operations,10,Good,Low,24,Active
ATTR0001716,EMP01716,Marketing,5,Average,Medium,53,Active
ATTR0001717,EMP01717,Marketing,5,Poor,Medium,57,Active
ATTR0001718,EMP01718,Sales,4,Average,Medium,64,Active
ATTR0001719,EMP01719,Sales,7,Poor,Low,38,Resigned
ATTR0001720,EMP01720,IT,4,Good,High,75,Active
ATTR0001721,EMP01721,Sales,4,Average,Medium,58,Active
ATTR0001722,EMP01722,HR,6,Average,Medium,58,Active
ATTR0001723,EMP01723,Marketing,6,Poor,Medium,64,Resigned
ATTR0001724,EMP01724,IT,11,Poor,Low,20,Active
ATTR0001725,EMP01725,HR,5,Poor,High,76,Resigned
ATTR0001726,EMP01726,Operations,2,Excellent,High,97,Active
ATTR0001727,EMP01727,Marketing,8,Average,Low,35,Active
ATTR0001728,EMP01728,Operations,10,Excellent,Medium,60,Active
ATTR0001729,EMP01729,Operations,9,Good,Medium,62,Active
ATTR0001730,EMP01730,Operations,9,Good,Medium,55,Active
ATTR0001731,EMP01731,Operations,11,Average,Low,22,Active
ATTR0001732,EMP01732,Sales,7,Poor,Medium,57,Active
ATTR0001733,EMP01733,Operations,7,Average,High,82,Active
ATTR0001734,EMP01734,Sales,4,Good,Low,33,Active
ATTR0001735,EMP01735,Operations,10,Good,Low,41,Active
ATTR0001736,EMP01736,Finance,2,Excellent,High,75,Active
ATTR0001737,EMP01737,HR,6,Good,High,82,Active
ATTR0001738,EMP01738,HR,8,Poor,Low,30,Active
ATTR0001739,EMP01739,HR,9,Average,Low,48,Active
ATTR0001740,EMP01740,Finance,2,Good,Medium,51,Active
ATTR0001741,EMP01741,Marketing,5,Poor,Medium,65,Active
ATTR0001742,EMP01742,HR,6,Excellent,Low,36,Active
ATTR0001743,EMP01743,Sales,6,Good,Low,47,Resigned
ATTR0001744,EMP01744,Operations,5,Average,High,94,Active
ATTR0001745,EMP01745,Operations,10,Good,High,89,Active
ATTR0001746,EMP01746,IT,11,Poor,Low,25,Active
ATTR0001747,EMP01747,Operations,5,Good,Medium,54,Active
ATTR0001748,EMP01748,Operations,5,Excellent,Medium,57,Active
ATTR0001749,EMP01749,Finance,6,Poor,Low,36,Active
ATTR0001750,EMP01750,Finance,9,Average,High,80,Active
ATTR0001751,EMP01751,Operations,3,Good,Medium,66,Active
ATTR0001752,EMP01752,IT,10,Good,Low,46,Active
ATTR0001753,EMP01753,IT,10,Excellent,Low,21,Active
ATTR0001754,EMP01754,IT,3,Excellent,High,78,Active
ATTR0001755,EMP01755,Sales,4,Average,Low,37,Active
ATTR0001756,EMP01756,HR,5,Excellent,Medium,64,Active
ATTR0001757,EMP01757,Finance,9,Excellent,High,76,Active
ATTR0001758,EMP01758,Marketing,1,Poor,Low,30,Active
ATTR0001759,EMP01759,Sales,2,Poor,Medium,66,Active
ATTR0001760,EMP01760,IT,7,Good,High,94,Active
ATTR0001761,EMP01761,Finance,5,Average,Low,46,Resigned
ATTR0001762,EMP01762,Sales,2,Average,Low,39,Active
ATTR0001763,EMP01763,Sales,9,Good,Medium,60,Active
ATTR0001764,EMP01764,Operations,2,Excellent,Medium,74,Active
ATTR0001765,EMP01765,Sales,11,Excellent,Low,35,Active
ATTR0001766,EMP01766,Finance,5,Excellent,Low,39,Active
ATTR0001767,EMP01767,Operations,9,Poor,Medium,54,Resigned
ATTR0001768,EMP01768,HR,3,Poor,Medium,52,Active
ATTR0001769,EMP01769,IT,11,Average,High,76,Active
ATTR0001770,EMP01770,IT,5,Excellent,Low,39,Active
ATTR0001771,EMP01771,Marketing,2,Average,Low,41,Active
ATTR0001772,EMP01772,IT,5,Good,Medium,52,Resigned
ATTR0001773,EMP01773,HR,9,Average,Low,27,Active
ATTR0001774,EMP01774,Finance,8,Average,Low,37,Active
ATTR0001775,EMP01775,HR,7,Good,Low,25,Resigned
ATTR0001776,EMP01776,Operations,5,Poor,Low,24,Active
ATTR0001777,EMP01777,Operations,10,Good,Low,42,Active
ATTR0001778,EMP01778,Sales,9,Good,Medium,55,Resigned
ATTR0001779,EMP01779,Finance,2,Good,High,75,Active
ATTR0001780,EMP01780,IT,4,Good,Medium,56,Resigned
ATTR0001781,EMP01781,Finance,4,Excellent,High,90,Active
ATTR0001782,EMP01782,Finance,10,Average,Medium,62,Active
ATTR0001783,EMP01783,Operations,3,Excellent,Low,37,Active
ATTR0001784,EMP01784,Finance,3,Average,Low,31,Active
ATTR0001785,EMP01785,HR,4,Excellent,High,75,Active
ATTR0001786,EMP01786,Finance,11,Excellent,Low,41,Active
ATTR0001787,EMP01787,Sales,6,Poor,Low,44,Active
ATTR0001788,EMP01788,Sales,7,Excellent,Low,42,Resigned
ATTR0001789,EMP01789,Marketing,2,Average,Low,48,Active
ATTR0001790,EMP01790,Finance,9,Poor,Low,43,Resigned
ATTR0001791,EMP01791,Finance,8,Good,Low,27,Active
ATTR0001792,EMP01792,Sales,4,Good,Low,40,Active
ATTR0001793,EMP01793,Finance,3,Poor,High,82,Active
ATTR0001794,EMP01794,Sales,4,Good,Low,33,Active
ATTR0001795,EMP01795,Sales,2,Good,High,96,Resigned
ATTR0001796,EMP01796,Finance,9,Average,High,78,Active
ATTR0001797,EMP01797,Marketing,8,Poor,Medium,74,Active
ATTR0001798,EMP01798,IT,9,Good,High,98,Active
ATTR0001799,EMP01799,Sales,8,Good,High,75,Active
ATTR0001800,EMP01800,Sales,3,Poor,Low,23,Active
ATTR0001801,EMP01801,IT,7,Excellent,Medium,63,Active
ATTR0001802,EMP01802,Operations,5,Poor,High,97,Active
ATTR0001803,EMP01803,IT,6,Good,Low,39,Active
ATTR0001804,EMP01804,Sales,6,Excellent,High,78,Active
ATTR0001805,EMP01805,Finance,9,Poor,Medium,70,Active
ATTR0001806,EMP01806,Finance,1,Poor,High,80,Active
ATTR0001807,EMP01807,Sales,4,Excellent,Medium,60,Active
ATTR0001808,EMP01808,Marketing,6,Excellent,Medium,51,Active
ATTR0001809,EMP01809,HR,2,Poor,Medium,69,Resigned
ATTR0001810,EMP01810,Finance,9,Excellent,Low,41,Active
ATTR0001811,EMP01811,IT,1,Excellent,Medium,67,Active
ATTR0001812,EMP01812,Operations,6,Average,Low,31,Active
ATTR0001813,EMP01813,Finance,11,Average,High,77,Active
ATTR0001814,EMP01814,IT,0,Poor,Medium,57,Resigned
ATTR0001815,EMP01815,IT,2,Excellent,High,75,Active
ATTR0001816,EMP01816,Operations,2,Average,Medium,70,Active
ATTR0001817,EMP01817,Finance,3,Excellent,High,94,Active
ATTR0001818,EMP01818,IT,9,Average,Medium,66,Active
ATTR0001819,EMP01819,Sales,10,Poor,High,99,Active
ATTR0001820,EMP01820,Operations,6,Excellent,High,82,Active
ATTR0001821,EMP01821,Sales,1,Good,Low,23,Active
ATTR0001822,EMP01822,Sales,1,Average,Low,20,Active
ATTR0001823,EMP01823,HR,4,Poor,Low,41,Resigned
ATTR0001824,EMP01824,Marketing,8,Average,Medium,69,Active
ATTR0001825,EMP01825,IT,7,Excellent,Low,27,Resigned
ATTR0001826,EMP01826,Sales,2,Poor,Low,24,Active
ATTR0001827,EMP01827,Finance,3,Average,High,89,Active
ATTR0001828,EMP01828,Sales,1,Average,Medium,56,Resigned
ATTR0001829,EMP01829,IT,10,Good,Low,47,Active
ATTR0001830,EMP01830,Finance,2,Good,High,100,Active
ATTR0001831,EMP01831,HR,7,Poor,Low,48,Active
ATTR0001832,EMP01832,Finance,0,Good,Medium,59,Active
ATTR0001833,EMP01833,IT,2,Good,High,100,Active
ATTR0001834,EMP01834,Sales,6,Poor,High,76,Active
ATTR0001835,EMP01835,HR,0,Good,Medium,54,Active
ATTR0001836,EMP01836,Marketing,3,Excellent,Medium,69,Active
ATTR0001837,EMP01837,HR,6,Good,Medium,60,Active
ATTR0001838,EMP01838,Sales,10,Good,Medium,57,Active
ATTR0001839,EMP01839,HR,0,Good,Low,33,Active
ATTR0001840,EMP01840,IT,2,Excellent,Low,47,Active
ATTR0001841,EMP01841,HR,0,Average,High,97,Active
ATTR0001842,EMP01842,HR,9,Average,Low,45,Active
ATTR0001843,EMP01843,Finance,2,Good,High,86,Active
ATTR0001844,EMP01844,Sales,2,Average,High,90,Active
ATTR0001845,EMP01845,HR,2,Good,Low,39,Active
ATTR0001846,EMP01846,Finance,10,Average,Medium,59,Resigned
ATTR0001847,EMP01847,HR,10,Poor,Low,39,Active
ATTR0001848,EMP01848,HR,7,Good,High,80,Active
ATTR0001849,EMP01849,HR,3,Excellent,Low,42,Active
ATTR0001850,EMP01850,Marketing,2,Excellent,Low,22,Active
ATTR0001851,EMP01851,Marketing,11,Excellent,High,97,Active
ATTR0001852,EMP01852,IT,10,Average,Low,24,Active
ATTR0001853,EMP01853,Operations,5,Average,High,96,Active
ATTR0001854,EMP01854,Operations,3,Excellent,Medium,54,Active
ATTR0001855,EMP01855,Marketing,2,Average,Medium,63,Resigned
ATTR0001856,EMP01856,Marketing,4,Average,High,84,Active
ATTR0001857,EMP01857,IT,8,Good,Low,30,Active
ATTR0001858,EMP01858,HR,7,Poor,Medium,52,Active
ATTR0001859,EMP01859,Operations,2,Excellent,High,92,Active
ATTR0001860,EMP01860,IT,3,Average,Medium,70,Active
ATTR0001861,EMP01861,Finance,4,Excellent,Medium,51,Active
ATTR0001862,EMP01862,IT,11,Good,Low,31,Active
ATTR0001863,EMP01863,Finance,1,Good,Medium,73,Active
ATTR0001864,EMP01864,Marketing,9,Excellent,High,80,Active
ATTR0001865,EMP01865,Finance,9,Poor,High,98,Resigned
ATTR0001866,EMP01866,Operations,6,Poor,Low,26,Resigned
ATTR0001867,EMP01867,HR,8,Poor,Low,37,Active
ATTR0001868,EMP01868,IT,6,Average,High,76,Active
ATTR0001869,EMP01869,IT,3,Average,Medium,51,Resigned
ATTR0001870,EMP01870,Operations,1,Average,Low,45,Resigned
ATTR0001871,EMP01871,Operations,1,Excellent,Low,26,Active
ATTR0001872,EMP01872,Marketing,5,Average,Medium,65,Active
ATTR0001873,EMP01873,HR,5,Good,Low,40,Active
ATTR0001874,EMP01874,HR,7,Poor,Low,29,Active
ATTR0001875,EMP01875,Sales,9,Average,Medium,50,Active
ATTR0001876,EMP01876,IT,4,Good,Low,31,Active
ATTR0001877,EMP01877,Sales,10,Good,Low,47,Active
ATTR0001878,EMP01878,IT,6,Good,High,78,Active
ATTR0001879,EMP01879,Sales,9,Poor,Low,42,Active
ATTR0001880,EMP01880,HR,6,Average,Low,38,Active
ATTR0001881,EMP01881,Sales,9,Excellent,Low,22,Active
ATTR0001882,EMP01882,HR,8,Average,Low,23,Active
ATTR0001883,EMP01883,HR,5,Average,Low,40,Active
ATTR0001884,EMP01884,HR,1,Good,Low,23,Active
ATTR0001885,EMP01885,Marketing,9,Excellent,Medium,52,Active
ATTR0001886,EMP01886,Operations,5,Excellent,Low,25,Active
ATTR0001887,EMP01887,HR,10,Poor,Low,43,Active
ATTR0001888,EMP01888,IT,9,Good,Medium,54,Active
ATTR0001889,EMP01889,Marketing,5,Average,Low,40,Active
ATTR0001890,EMP01890,IT,1,Excellent,Low,28,Active
ATTR0001891,EMP01891,Marketing,3,Good,High,98,Active
ATTR0001892,EMP01892,Sales,11,Excellent,Low,30,Active
ATTR0001893,EMP01893,Marketing,8,Excellent,Low,29,Active
ATTR0001894,EMP01894,Sales,4,Excellent,Low,49,Active
ATTR0001895,EMP01895,Operations,5,Poor,Low,21,Active
ATTR0001896,EMP01896,Marketing,10,Excellent,High,87,Active
ATTR0001897,EMP01897,IT,4,Good,High,99,Active
ATTR0001898,EMP01898,Marketing,8,Excellent,Low,30,Active
ATTR0001899,EMP01899,IT,8,Average,Low,25,Active
ATTR0001900,EMP01900,HR,7,Average,High,91,Active
ATTR0001901,EMP01901,Operations,9,Average,Medium,56,Active
ATTR0001902,EMP01902,HR,10,Excellent,High,96,Active
ATTR0001903,EMP01903,Finance,6,Average,Low,48,Active
ATTR0001904,EMP01904,Finance,10,Poor,High,88,Active
ATTR0001905,EMP01905,IT,5,Good,Medium,70,Active
ATTR0001906,EMP01906,Operations,7,Good,Low,36,Active
ATTR0001907,EMP01907,Sales,9,Good,Low,27,Active
ATTR0001908,EMP01908,Sales,2,Average,High,75,Active
ATTR0001909,EMP01909,HR,4,Poor,Low,31,Active
ATTR0001910,EMP01910,Marketing,4,Good,Medium,61,Resigned
ATTR0001911,EMP01911,Sales,5,Poor,Medium,51,Active
ATTR0001912,EMP01912,IT,9,Good,Low,43,Active
ATTR0001913,EMP01913,IT,11,Poor,High,85,Resigned
ATTR0001914,EMP01914,Operations,4,Poor,High,75,Active
ATTR0001915,EMP01915,Operations,9,Poor,Low,42,Active
ATTR0001916,EMP01916,IT,1,Good,High,76,Active
ATTR0001917,EMP01917,Sales,5,Average,Low,30,Resigned
ATTR0001918,EMP01918,Finance,1,Excellent,Medium,66,Active
ATTR0001919,EMP01919,Marketing,10,Excellent,Low,37,Active
ATTR0001920,EMP01920,IT,8,Poor,Low,39,Active
ATTR0001921,EMP01921,Sales,6,Excellent,Low,25,Active
ATTR0001922,EMP01922,Operations,9,Average,Low,48,Active
ATTR0001923,EMP01923,Finance,9,Good,Low,28,Active
ATTR0001924,EMP01924,Marketing,3,Poor,Low,28,Active
ATTR0001925,EMP01925,Operations,6,Excellent,Medium,56,Resigned
ATTR0001926,EMP01926,Finance,8,Poor,Low,23,Active
ATTR0001927,EMP01927,IT,3,Excellent,Low,25,Resigned
ATTR0001928,EMP01928,Sales,6,Good,Medium,54,Resigned
ATTR0001929,EMP01929,IT,8,Poor,High,82,Active
ATTR0001930,EMP01930,HR,2,Good,Low,37,Active
ATTR0001931,EMP01931,Finance,7,Poor,Low,40,Resigned
ATTR0001932,EMP01932,Sales,3,Poor,High,100,Active
ATTR0001933,EMP01933,Sales,2,Good,High,90,Resigned
ATTR0001934,EMP01934,Marketing,3,Good,Low,37,Active
ATTR0001935,EMP01935,Sales,7,Average,Low,20,Active
ATTR0001936,EMP01936,Operations,9,Excellent,Medium,59,Active
ATTR0001937,EMP01937,Sales,4,Good,Low,26,Active
ATTR0001938,EMP01938,Operations,5,Excellent,Medium,55,Active
ATTR0001939,EMP01939,Marketing,8,Excellent,Low,27,Active
ATTR0001940,EMP01940,HR,7,Poor,Medium,68,Active
ATTR0001941,EMP01941,Sales,9,Excellent,Low,44,Active
ATTR0001942,EMP01942,Finance,11,Poor,Medium,64,Active
ATTR0001943,EMP01943,HR,1,Poor,Low,22,Active
ATTR0001944,EMP01944,Finance,8,Excellent,Medium,62,Resigned
ATTR0001945,EMP01945,IT,11,Good,High,95,Active
ATTR0001946,EMP01946,Operations,8,Average,Medium,69,Active
ATTR0001947,EMP01947,Operations,11,Excellent,Medium,53,Active
ATTR0001948,EMP01948,Sales,7,Average,High,75,Active
ATTR0001949,EMP01949,Sales,3,Good,Medium,57,Active
ATTR0001950,EMP01950,Operations,6,Good,Medium,69,Active
ATTR0001951,EMP01951,Finance,10,Average,Low,47,Active
ATTR0001952,EMP01952,Sales,5,Poor,Medium,71,Active
ATTR0001953,EMP01953,Marketing,6,Excellent,Medium,58,Active
ATTR0001954,EMP01954,Finance,10,Good,Medium,57,Resigned
ATTR0001955,EMP01955,Sales,3,Good,Low,32,Resigned
ATTR0001956,EMP01956,Operations,4,Poor,Medium,68,Resigned
ATTR0001957,EMP01957,Operations,6,Average,Medium,65,Active
ATTR0001958,EMP01958,HR,6,Good,High,84,Active
ATTR0001959,EMP01959,IT,8,Good,Medium,72,Active
ATTR0001960,EMP01960,Sales,9,Good,Medium,69,Active
ATTR0001961,EMP01961,IT,9,Average,Medium,74,Active
ATTR0001962,EMP01962,Finance,8,Average,Low,41,Active
ATTR0001963,EMP01963,Finance,2,Average,Low,44,Active
ATTR0001964,EMP01964,HR,5,Poor,Low,31,Active
ATTR0001965,EMP01965,HR,3,Average,High,76,Resigned
ATTR0001966,EMP01966,Finance,7,Poor,Medium,53,Active
ATTR0001967,EMP01967,Finance,4,Poor,Medium,55,Active
ATTR0001968,EMP01968,HR,10,Excellent,Low,42,Active
ATTR0001969,EMP01969,Marketing,7,Good,Low,30,Active
ATTR0001970,EMP01970,Sales,2,Poor,Low,31,Active
ATTR0001971,EMP01971,HR,5,Poor,Low,32,Active
ATTR0001972,EMP01972,Operations,4,Average,High,82,Active
ATTR0001973,EMP01973,HR,3,Poor,Medium,59,Active
ATTR0001974,EMP01974,Finance,1,Good,High,94,Active
ATTR0001975,EMP01975,HR,1,Poor,Low,28,Active
ATTR0001976,EMP01976,Operations,5,Average,Low,38,Active
ATTR0001977,EMP01977,Operations,7,Good,Low,38,Active
ATTR0001978,EMP01978,Finance,4,Excellent,Low,24,Active
ATTR0001979,EMP01979,Marketing,8,Average,High,91,Active
ATTR0001980,EMP01980,Marketing,2,Poor,Medium,55,Active
ATTR0001981,EMP01981,Finance,7,Good,Low,43,Active
ATTR0001982,EMP01982,IT,7,Good,Low,39,Active
ATTR0001983,EMP01983,Sales,2,Poor,Medium,51,Active
ATTR0001984,EMP01984,HR,9,Poor,High,96,Active
ATTR0001985,EMP01985,Sales,5,Excellent,High,98,Active
ATTR0001986,EMP01986,IT,9,Poor,Low,40,Active
ATTR0001987,EMP01987,Marketing,11,Poor,High,83,Active
ATTR0001988,EMP01988,Sales,2,Average,Medium,56,Active
ATTR0001989,EMP01989,Finance,5,Good,Medium,65,Active
ATTR0001990,EMP01990,Finance,9,Poor,Medium,54,Active
ATTR0001991,EMP01991,Operations,2,Average,Low,25,Active
ATTR0001992,EMP01992,IT,8,Average,Medium,54,Active
ATTR0001993,EMP01993,HR,11,Average,High,81,Active
ATTR0001994,EMP01994,Finance,4,Excellent,High,82,Active
ATTR0001995,EMP01995,Finance,4,Good,High,93,Active
ATTR0001996,EMP01996,Sales,0,Poor,Low,39,Active
ATTR0001997,EMP01997,IT,9,Excellent,High,79,Active
ATTR0001998,EMP01998,Marketing,5,Average,High,81,Active
ATTR0001999,EMP01999,HR,1,Good,Low,41,Active
ATTR0002000,EMP02000,HR,1,Excellent,Medium,62,Resigned
ATTR0002001,EMP02001,Marketing,4,Poor,High,75,Active
ATTR0002002,EMP02002,Marketing,4,Excellent,High,95,Active
ATTR0002003,EMP02003,Finance,10,Poor,High,96,Active
ATTR0002004,EMP02004,Marketing,8,Poor,Medium,53,Active
ATTR0002005,EMP02005,Sales,4,Average,High,82,Active
ATTR0002006,EMP02006,Marketing,1,Average,Low,33,Active
ATTR0002007,EMP02007,Sales,1,Excellent,Medium,57,Active
ATTR0002008,EMP02008,HR,5,Average,Low,47,Active
ATTR0002009,EMP02009,Operations,8,Poor,Low,31,Resigned
ATTR0002010,EMP02010,Operations,7,Good,Medium,60,Active
ATTR0002011,EMP02011,Operations,11,Average,Medium,65,Active
ATTR0002012,EMP02012,Operations,8,Poor,Medium,74,Active
ATTR0002013,EMP02013,Operations,4,Excellent,High,92,Active
ATTR0002014,EMP02014,Marketing,1,Poor,High,84,Resigned
ATTR0002015,EMP02015,Finance,4,Poor,Low,21,Active
ATTR0002016,EMP02016,HR,1,Poor,Medium,54,Active
ATTR0002017,EMP02017,HR,4,Poor,Low,22,Active
ATTR0002018,EMP02018,Operations,2,Good,Medium,68,Active
ATTR0002019,EMP02019,Finance,9,Poor,Low,32,Active
ATTR0002020,EMP02020,IT,7,Good,Medium,71,Active
ATTR0002021,EMP02021,Marketing,4,Average,High,90,Active
ATTR0002022,EMP02022,HR,11,Poor,Medium,50,Resigned
ATTR0002023,EMP02023,Finance,2,Good,Low,23,Active
ATTR0002024,EMP02024,HR,3,Excellent,High,75,Active
ATTR0002025,EMP02025,Marketing,11,Good,High,77,Active
ATTR0002026,EMP02026,Operations,4,Poor,High,93,Resigned
ATTR0002027,EMP02027,IT,2,Poor,Medium,61,Resigned
ATTR0002028,EMP02028,Sales,6,Good,Low,39,Active
ATTR0002029,EMP02029,Finance,4,Average,High,81,Active
ATTR0002030,EMP02030,Finance,6,Excellent,Low,21,Active
ATTR0002031,EMP02031,IT,9,Poor,Low,48,Active
ATTR0002032,EMP02032,Sales,9,Average,Low,29,Active
ATTR0002033,EMP02033,HR,0,Good,High,90,Resigned
ATTR0002034,EMP02034,HR,10,Average,Low,30,Active
ATTR0002035,EMP02035,Operations,7,Excellent,High,76,Active
ATTR0002036,EMP02036,Marketing,3,Poor,High,98,Resigned
ATTR0002037,EMP02037,Marketing,11,Poor,Medium,73,Active
ATTR0002038,EMP02038,IT,11,Excellent,High,75,Active
ATTR0002039,EMP02039,Sales,9,Poor,Low,40,Active
ATTR0002040,EMP02040,Operations,4,Poor,High,89,Active
ATTR0002041,EMP02041,Sales,1,Good,High,89,Active
ATTR0002042,EMP02042,HR,9,Excellent,High,84,Active
ATTR0002043,EMP02043,HR,8,Poor,Low,30,Active
ATTR0002044,EMP02044,Sales,10,Average,High,99,Active
ATTR0002045,EMP02045,Marketing,8,Poor,Low,28,Active
